id,tt_id,genre,bucket
662,2811,/Drama/,Serious Drama
663,2645,/Drama/,Serious Drama
664,2910,/Drama/,Serious Drama
665,2009,/Drama/,Serious Drama
666,1883,/Drama/,Serious Drama
667,410,/Drama/,Serious Drama
668,380,/Drama/,Serious Drama
669,39400,/Drama/,Serious Drama
670,38416,/Drama/,Serious Drama
671,38265,/Drama/,Serious Drama
672,36862,/Drama/,Serious Drama
673,36084,/Drama/,Serious Drama
674,35687,/Drama/,Serious Drama
675,35114,/Drama/,Serious Drama
676,31500,/Drama/,Serious Drama
677,32355,/Drama/,Serious Drama
678,31383,/Drama/,Serious Drama
679,30181,/Drama/,Serious Drama
680,30649,/Drama/,Serious Drama
681,29080,/Drama/,Serious Drama
682,28741,/Drama/,Serious Drama
683,27500,/Drama/,Serious Drama
684,27057,/Drama/,Serious Drama
685,27118,/Drama/,Serious Drama
686,25986,/Drama/,Serious Drama
687,22717,/Drama/,Serious Drama
688,22106,/Drama/,Serious Drama
689,21564,/Drama/,Serious Drama
690,20013,/Drama/,Serious Drama
691,19491,/Drama/,Serious Drama
692,16480,/Drama/,Serious Drama
693,16371,/Drama/,Serious Drama
694,16532,/Drama/,Serious Drama
695,15177,/Drama/,Serious Drama
696,14801,/Drama/,Serious Drama
697,12766,/Drama/,Serious Drama
698,11845,/Drama/,Serious Drama
699,11247,/Drama/,Serious Drama
700,9862,/Drama/,Serious Drama
701,9316,/Drama/,Serious Drama
702,7406,/Drama/,Serious Drama
703,7218,/Drama/,Serious Drama
704,6969,/Drama/,Serious Drama
705,5434,/Drama/,Serious Drama
706,5338,/Drama/,Serious Drama
707,5047,/Drama/,Serious Drama
708,3007,/Drama/,Serious Drama
709,2374,/Drama/,Serious Drama
710,2261,/Drama/,Serious Drama
711,1659,/Drama/,Serious Drama
712,1171,/Drama/,Serious Drama
713,884,/Drama/,Serious Drama
714,261,/Drama/,Serious Drama
715,37246,/Drama/,Serious Drama
716,34517,/Drama/,Serious Drama
717,33494,/Drama/,Serious Drama
718,33256,/Drama/,Serious Drama
719,32022,/Drama/,Serious Drama
720,30308,/Drama/,Serious Drama
721,30124,/Drama/,Serious Drama
722,29876,/Drama/,Serious Drama
723,29536,/Drama/,Serious Drama
724,28752,/Drama/,Serious Drama
725,28035,/Drama/,Serious Drama
726,27779,/Drama/,Serious Drama
727,26431,/Drama/,Serious Drama
728,25629,/Drama/,Serious Drama
729,27535,/Drama/,Serious Drama
730,24665,/Drama/,Serious Drama
731,24005,/Drama/,Serious Drama
732,23936,/Drama/,Serious Drama
733,22672,/Drama/,Serious Drama
734,23678,/Drama/,Serious Drama
735,20387,/Drama/,Serious Drama
736,16493,/Drama/,Serious Drama
737,16250,/Drama/,Serious Drama
738,15593,/Drama/,Serious Drama
739,14726,/Drama/,Serious Drama
740,13634,/Drama/,Serious Drama
741,12517,/Drama/,Serious Drama
742,10788,/Drama/,Serious Drama
743,9034,/Drama/,Serious Drama
744,7713,/Drama/,Serious Drama
745,7657,/Drama/,Serious Drama
746,7094,/Drama/,Serious Drama
747,6581,/Drama/,Serious Drama
748,5340,/Drama/,Serious Drama
749,5199,/Drama/,Serious Drama
750,5332,/Drama/,Serious Drama
751,4333,/Drama/,Serious Drama
752,2897,/Drama/,Serious Drama
753,791,/Drama/,Serious Drama
754,555,/Drama/,Serious Drama
755,416,/Drama/,Serious Drama
756,341,/Drama/,Serious Drama
757,38820,/Drama/,Serious Drama
758,37893,/Drama/,Serious Drama
759,34931,/Drama/,Serious Drama
760,34463,/Drama/,Serious Drama
761,32645,/Drama/,Serious Drama
762,31137,/Drama/,Serious Drama
763,31093,/Drama/,Serious Drama
764,30956,/Drama/,Serious Drama
765,30548,/Drama/,Serious Drama
766,29612,/Drama/,Serious Drama
767,27674,/Drama/,Serious Drama
768,27060,/Drama/,Serious Drama
769,26582,/Drama/,Serious Drama
770,26245,/Drama/,Serious Drama
771,26200,/Drama/,Serious Drama
772,25703,/Drama/,Serious Drama
773,25558,/Drama/,Serious Drama
774,25514,/Drama/,Serious Drama
775,24748,/Drama/,Serious Drama
